SR_WL	B1	B2	B3	B4	B5	B6	B7
1985	0	0	0	0	0	0	0
1986	0	0	0	0	0	0	0
1987	0	0	0	0	0	0	0
1988	0	0	0	0	0	0	0
1989	0	0	0	0	0	0	0
1990	0	0	0	0	0	0	0
1991	0	0	0	0	0	0	0
1992	0	0	0	0	0	0	0
1993	0	0	0	0	0	0	0
1994	0	0	0	0	0	0	0
1995	0	0	0	0	0	0	0
1996	0	0	0	0	0	0	0
1997	0	0	0	0	0	0	0
1998	0	0	0	0	0	0	0
1999	0	0	0	0	0	0	0
2000	0	0	0	0	0	0	0
2001	0	0	0	0	0	0	0
2002	0	0	0	0	0	0	0
2003	0	0	0	0	0	0	0
2004	0	0	0	0	0	0	0
2005	0	0	0	0	0	0	0
2006	0	0	0	0	0	0	0
2007	0	0	0	0	0	0	0
2008	0	0	0	0	0	0	0
2009	0	0	0	0	0	0	0
2010	0	0	0	0	0	0	0
2011	0	0	0	0	0	0	0
2012	0	0	0	0	0	0	0
2013	0	0	0	0	0	0	0
2014	0	0	0	0	0	0	0
2015	0	0	0	0	0	0	0
2016	0	0	0	0	0	0	0
2017	0	0	0	0	0	0	0
2018	0	0	0	0	0	0	0
2019	0	0	0	0	0	0	0
2020	0	0	0	0	0	0	0
2021	0	0	0	0	0	0	0
2022	0	0	0	0	0	0	0
2023	0	0	0	0	0	0	0
2024	0	0	0	0	0	0	0
2025	0	0	0	0	0	0	0
2026	0	0	0	0	0	0	0
2027	0	0	0	0	0	0	0
2028	0	0	0	0	0	0	0
2029	0	0	0	0	0	0	0
2030	0	0	0	0	0	0	0
2031	0	0	0	0	0	0	0
2032	0	0	0	0	0	0	0
2033	0	0	0	0	0	0	0
2034	0	0	0	0	0	0	0
2035	0	0	0	0	0	0	0
2036	0	0	0	0	0	0	0
2037	0	0	0	0	0	0	0
2038	0	0	0	0	0	0	3.7E-05
2039	0	0	0	0	0	0	8.3E-05
2040	0	0	0	0	0	0	0.000131
2041	0	0	0	0	0	0	0.000179
2042	0	0	0	0	0	0	0.00024
2043	0	0	0	0	0	0	0.000305
2044	0	0	0	0	0	0	0.000368
2045	0	0	0	0	0	0	0.00043
2046	0	0	0	0	0	0	0.000512
2047	0	0	0	0	0	0	0.000599
2048	0	0	0	0	0	0	0.000704
2049	0	0	0	0	0	0	0.000814
2050	0	0	0	0	0	0	0.000947
2051	0	0	0	0	0	0	0.001085
2052	0	0	0	0	0	0	0.001222
2053	0	0	0	0	0	0	0.00136
2054	0	0	0	0	0	0	0.001546
2055	0	0	0	0	0	0	0.001745
2056	0	0	0	0	0	0	0.001964
2057	0	0	0	0	0	0	0.002187
2058	0	0	0	0	0	0	0.002439
2059	0	0	0	0	0	0	0.002696
2060	0	0	0	0	0	0	0.00301
2061	0	0	0	0	0	0	0.003339
2062	0	0	0	0	0	0	0.003733
2063	0	0	0	0	0	0	0.004141
2064	0	0	0	0	0	0	0.004627
2065	0	0	0	0	0	0	0.005137
2066	0	0	0	0	0	0	0.005728
2067	0	0	0	0	0	0	0.006337
2068	0	0	0	0	0	0	0.007139
2069	0	0	0	0	0	0	0.007996
2070	0	0	0	0	0	0	0.008903
2071	0	0	0	0	0	0	0.009824
2072	0	0	0	0	0	0	0.011005
2073	0	0	0	0	0	0	0.012261
2074	0	0	0	0	0	0	0.01361
2075	0	0	0	0	0	0	0.014987
2076	0	0	0	0	0	0	0.016872
2077	0	0	0	0	0	0	0.018899
2078	0	0	0	0	0	0	0.021
2079	0	0	0	0	0	0	0.023121
2080	0	0	0	0	0	0	0.025897
2081	0	0	0	0	0	0	0.028847
2082	0	0	0	0	0	0	0.032071
2083	0	0	0	0	0	0	0.035363
2084	0	0	0	0	0	0	0.040206
2085	0	0	0	0	0	0	0.045432
2086	0	0	0	0	0	0	0.050903
2087	0	0	0	0	0	0	0.056429
2088	0	0	0	0	0	0	0.06327
2089	0	0	0	0	0	0	0.070409
2090	0	0	0	0	0	0	0.079382
2091	0	0	0	0	0	0	0.088907
2092	0	0	0	0	0	0	0.10064
2093	0	0	0	0	0	0	0.11283
2094	0	0	0	0	0	0	0.128292
2095	0	0	0	0	0	0	0.144668
2096	0	0	0	0	0	0	0.162055
2097	0	0	0	0	0	0	0.179714
2098	0	0	0	0	0	0	0.20278
2099	0	0	0	0	0	0	0.227234
2100	0	0	0	0	0	0	0.253732
2101	0	0	0	0	0	0	0.280925
2102	0	0	0	0	0	0	0.311347
2103	0	0	0	0	0	0	0.342526
2104	0	0	0	0	0	0	0.377044
2105	0	0	0	0	0	0	0.412621
2106	0	0	0	0	0	0	0.45047
2107	0	0	0	0	0	0	0.488816
2108	0	0	0	0	0	0	0.522458
2109	0	0	0	0	0	0	0.554715
2110	0	0	0	0	0	0	0.593227
2111	0	0	0	0	0	0	0.633521
2112	0	0	0	0	0	0	0.663067
2113	0	0	0	0	0	0	0.689664
2114	0	0	0	0	0	0	0.722284
2115	0	0	0	0	0	0	0.756529
2116	0	0	0	0	0	0	0.776463
2117	0	0	0	0	0	0	0.792667
2118	0	0	0	0	0	0	0.813716
2119	0	0	0	0	0	0	0.836001
2120	0	0	0	0	0	0	0.846344
2121	0	0	0	0	0	0	0.853714
2122	0	0	0	0	0	0	0.867845
2123	0	0	0	0	0	0	0.883615
2124	0	0	0	0	0	0	0.886411
2125	0	0	0	0	0	0	0.886127
2126	0	0	0	0	0	0	0.895232
2127	0	0	0	0	0	0	0.906527
2128	0	0	0	0	0	0	0.909739
2129	0	0	0	0	0	0	0.911091
2130	0	0	0	0	0	0	0.917985
2131	0	0	0	0	0	0	0.926131
2132	0	0	0	0	0	0	0.929693
2133	0	0	0	0	0	0	0.932227
2134	0	0	0	0	0	0	0.936544
2135	0	0	0	0	0	0	0.941406
2136	0	0	0	0	0	0	0.942571
2137	0	0	0	0	0	0	0.942952
2138	0	0	0	0	0	0	0.943112
2139	0	0	0	0	0	0	0.943194
2140	0	0	0	0	0	0	0.945168
2141	0	0	0	0	0	0	0.947537
2142	0	0	0	0	0	0	0.948776
2143	0	0	0	0	0	0	0.949694
2144	0	0	0	0	0	0	0.949643
2145	0	0	0	0	0	0	0.9494
2146	0	0	0	0	0	0	0.952551
2147	0	0	0	0	0	0	0.956635
2148	0	0	0	0	0	0	0.953083
2149	0	0	0	0	0	0	0.947423
2150	0	0	0	0	0	0	0.949094
2151	0	0	0	0	0	0	0.952773
2152	0	0	0	0	0	0	0.950874
2153	0	0	0	0	0	0	0.947477
2154	0	0	0	0	0	0	0.947014
2155	0	0	0	0	0	0	0.947085
2156	0	0	0	0	0	0	0.951812
2157	0	0	0	0	0	0	0.957717
2158	0	0	0	0	0	0	0.953332
2159	0	0	0	0	0	0	0.946412
2160	0	0	0	0	0	0	0.947778
2161	0	0	0	0	0	0	0.951119
2162	0	0	0	0	0	0	0.951641
2163	0	0	0	0	0	0	0.951518
2164	0	0	0	0	0	0	0.948644
2165	0	0	0	0	0	0	0.944956
2166	0	0	0	0	0	0	0.942515
2167	0	0	0	0	0	0	0.940311
2168	0	0	0	0	0	0	0.9434
2169	0	0	0	0	0	0	0.947923
2170	0	0	0	0	0	0	0.94501
2171	0	0	0	0	0	0	0.940213
2172	0	0	0	0	0	0	0.938737
2173	0	0	0	0	0	0	0.93806
2174	0	0	0	0	0	0	0.941859
2175	0	0	0	0	0	0	0.947019
2176	0	0	0	0	0	0	0.946554
2177	0	0	0	0	0	0	0.944482
2178	0	0	0	0	0	0	0.947414
2179	0	0	0	0	0	0	0.951661
2180	0	0	0	0	0	0	0.949283
2181	0	0	0	0	0	0	0.945318
2182	0	0	0	0	0	0	0.939939
2183	0	0	0	0	0	0	0.934142
2184	0	0	0	0	0	0	0.935493
2185	0	0	0	0	0	0	0.93882
2186	0	0	0	0	0	0	0.939253
2187	0	0	0	0	0	0	0.938955
2188	0	0	0	0	0	0	0.934675
2189	0	0	0	0	0	0	0.929162
2190	0	0	0	0	0	0	0.927085
2191	0	0	0	0	0	0	0.925692
2192	0	0	0	0	0	0	0.930508
2193	0	0	0	0	0	0	0.936899
2194	0	0	0	0	0	0	0.933908
2195	0	0	0	0	0	0	0.927984
2196	0	0	0	0	0	0	0.930981
2197	0	0	0	0	0	0	0.936472
2198	0	0	0	0	0	0	0.935776
2199	0	0	0	0	0	0	0.933523
2200	0	0	0	0	0	0	0.935132
2201	0	0	0	0	0	0	0.937592
2202	0	0	0	0	0	0	0.946217
2203	0	0	0	0	0	0	0.956567
2204	0	0	0	0	0	0	0.955661
2205	0	0	0	0	0	0	0.951991
2206	0	0	0	0	0	0	0.956666
2207	0	0	0	0	0	0	0.963135
2208	0	0	0	0	0	0	0.964442
2209	0	0	0	0	0	0	0.964365
2210	0	0	0	0	0	0	0.963523
2211	0	0	0	0	0	0	0.962434
2212	0	0	0	0	0	0	0.962905
2213	0	0	0	0	0	0	0.963685
2214	0	0	0	0	0	0	0.962473
2215	0	0	0	0	0	0	0.960741
2216	0	0	0	0	0	0	0.959239
2217	0	0	0	0	0	0	0.957814
2218	0	0	0	0	0	0	0.957781
2219	0	0	0	0	0	0	0.958041
2220	0	0	0	0	0	0	0.953274
2221	0	0	0	0	0	0	0.94716
2222	0	0	0	0	0	0	0.951706
2223	0	0	0	0	0	0	0.958833
2224	0	0	0	0	0	0	0.960212
2225	0	0	0	0	0	0	0.960339
2226	0	0	0	0	0	0	0.954785
2227	0	0	0	0	0	0	0.947696
2228	0	0	0	0	0	0	0.951965
2229	0	0	0	0	0	0	0.95906
2230	0	0	0	0	0	0	0.960554
2231	0	0	0	0	0	0	0.960764
2232	0	0	0	0	0	0	0.95575
2233	0	0	0	0	0	0	0.949261
2234	0	0	0	0	0	0	0.953245
2235	0	0	0	0	0	0	0.95997
2236	0	0	0	0	0	0	0.963736
2237	0	0	0	0	0	0	0.966786
2238	0	0	0	0	0	0	0.964315
2239	0	0	0	0	0	0	0.960173
2240	0	0	0	0	0	0	0.965473
2241	0	0	0	0	0	0	0.973416
2242	0	0	0	0	0	0	0.977637
2243	0	0	0	0	0	0	0.980904
2244	0	0	0	0	0	0	0.98276
2245	0	0	0	0	0	0	0.984155
2246	0	0	0	0	0	0	0.984693
2247	0	0	0	0	0	0	0.985056
2248	0	0	0	0	0	0	0.991486
2249	0	0	0	0	0	0	0.9996
2250	0	0	0	0	0	0	0.997654
2251	0	0	0	0	0	0	0.993153
2252	0	0	0	0	0	0	0.992469
2253	0	0	0	0	0	0	0.992675
2254	0	0	0	0	0	0	0.995894
2255	0	0	0	0	0	0	1
2256	0	0	0	0	0	0	0.999279
2257	0	0	0	0	0	0	0.997261
2258	0	0	0	0	0	0	0.994356
2259	0	0	0	0	0	0	0.991127
2260	0	0	0	0	0	0	0.987747
2261	0	0	0	0	0	0	0.984349
2262	0	0	0	0	0	0	0.986037
2263	0	0	0	0	0	0	0.989132
2264	0	0	0	0	0	0	0.984536
2265	0	0	0	0	0	0	0.978024
2266	0	0	0	0	0	0	0.975019
2267	0	0	0	0	0	0	0.972794
2268	0	0	0	0	0	0	0.974168
2269	0	0	0	0	0	0	0.97654
2270	0	0	0	0	0	0	0.976199
2271	0	0	0	0	0	0	0.975206
2272	0	0	0	0	0	0	0.974409
2273	0	0	0	0	0	0	0.973662
2274	0	0	0	0	0	0	0.967502
2275	0	0	0	0	0	0	0.959895
2276	0	0	0	0	0	0	0.956943
2277	0	0	0	0	0	0	0.955095
2278	0	0	0	0	0	0	0.955085
2279	0	0	0	0	0	0	0.955588
2280	0	0	0	0	0	0	0.947195
2281	0	0	0	0	0	0	0.93665
2282	0	0	0	0	0	0	0.922405
2283	0	0	0	0	0	0	0.907109
2284	0	0	0	0	0	0	0.89494
2285	0	0	0	0	0	0	0.883588
2286	0	0	0	0	0	0	0.855489
2287	0	0	0	0	0	0	0.823876
2288	0	0	0	0	0	0	0.78488
2289	0	0	0	0	0	0	0.744025
2290	0	0	0	0	0	0	0.69852
2291	0	0	0	0	0	0	0.651673
2292	0	0	0	0	0	0	0.602539
2293	0	0	0	0	0	0	0.552647
2294	0	0	0	0	0	0	0.502693
2295	0	0	0	0	0	0	0.452698
2296	0	0	0	0	0	0	0.403993
2297	0	0	0	0	0	0	0.355569
2298	0	0	0	0	0	0	0.315712
2299	0	0	0	0	0	0	0.27826
2300	0	0	0	0	0	0	0.244645
2301	0	0	0	0	0	0	0.212213
2302	0	0	0	0	0	0	0.186151
2303	0	0	0	0	0	0	0.161749
2304	0	0	0	0	0	0	0.141435
2305	0	0	0	0	0	0	0.122015
2306	0	0	0	0	0	0	0.106531
2307	0	0	0	0	0	0	0.092029
2308	0	0	0	0	0	0	0.080268
2309	0	0	0	0	0	0	0.069276
2310	0	0	0	0	0	0	0.060703
2311	0	0	0	0	0	0	0.052702
2312	0	0	0	0	0	0	0.046332
2313	0	0	0	0	0	0	0.040405
2314	0	0	0	0	0	0	0.035634
2315	0	0	0	0	0	0	0.031213
2316	0	0	0	0	0	0	0.027516
2317	0	0	0	0	0	0	0.024
2318	0	0	0	0	0	0	0.021262
2319	0	0	0	0	0	0	0.018688
2320	0	0	0	0	0	0	0.016562
2321	0	0	0	0	0	0	0.014545
2322	0	0	0	0	0	0	0.01293
2323	0	0	0	0	0	0	0.011426
2324	0	0	0	0	0	0	0.010155
2325	0	0	0	0	0	0	0.008959
2326	0	0	0	0	0	0	0.007992
2327	0	0	0	0	0	0	0.007088
2328	0	0	0	0	0	0	0.006348
2329	0	0	0	0	0	0	0.005643
2330	0	0	0	0	0	0	0.005019
2331	0	0	0	0	0	0	0.004415
2332	0	0	0	0	0	0	0.003903
2333	0	0	0	0	0	0	0.003421
2334	0	0	0	0	0	0	0.003025
2335	0	0	0	0	0	0	0.002651
2336	0	0	0	0	0	0	0.00234
2337	0	0	0	0	0	0	0.002047
2338	0	0	0	0	0	0	0.001795
2339	0	0	0	0	0	0	0.001554
2340	0	0	0	0	0	0	0.001345
2341	0	0	0	0	0	0	0.001145
2342	0	0	0	0	0	0	0.000974
2343	0	0	0	0	0	0	0.000811
2344	0	0	0	0	0	0	0.00068
2345	0	0	0	0	0	0	0.00056
2346	0	0	0	0	0	0	0.00044
2347	0	0	0	0	0	0	0.00032
2348	0	0	0	0	0	0	0.000217
2349	0	0	0	0	0	0	0.000119
2350	0	0	0	0	0	0	2.8E-05
2351	0	0	0	0	0	0	0
2352	0	0	0	0	0	0	0
2353	0	0	0	0	0	0	0
2354	0	0	0	0	0	0	0
2355	0	0	0	0	0	0	0
2356	0	0	0	0	0	0	0
2357	0	0	0	0	0	0	0
2358	0	0	0	0	0	0	0
2359	0	0	0	0	0	0	0
2360	0	0	0	0	0	0	0
2361	0	0	0	0	0	0	0
2362	0	0	0	0	0	0	0
2363	0	0	0	0	0	0	0
2364	0	0	0	0	0	0	0
2365	0	0	0	0	0	0	0
2366	0	0	0	0	0	0	0
2367	0	0	0	0	0	0	0
2368	0	0	0	0	0	0	0
2369	0	0	0	0	0	0	0
2370	0	0	0	0	0	0	0
2371	0	0	0	0	0	0	0
2372	0	0	0	0	0	0	0
2373	0	0	0	0	0	0	0
2374	0	0	0	0	0	0	0
2375	0	0	0	0	0	0	0
2376	0	0	0	0	0	0	0
2377	0	0	0	0	0	0	0
2378	0	0	0	0	0	0	0
2379	0	0	0	0	0	0	0
2380	0	0	0	0	0	0	0
2381	0	0	0	0	0	0	0
2382	0	0	0	0	0	0	0
2383	0	0	0	0	0	0	0
2384	0	0	0	0	0	0	0
2385	0	0	0	0	0	0	0
2386	0	0	0	0	0	0	0
2387	0	0	0	0	0	0	0
2388	0	0	0	0	0	0	0
2389	0	0	0	0	0	0	0
2390	0	0	0	0	0	0	0
2391	0	0	0	0	0	0	0
2392	0	0	0	0	0	0	0
2393	0	0	0	0	0	0	0
2394	0	0	0	0	0	0	0
2395	0	0	0	0	0	0	0
2396	0	0	0	0	0	0	0
2397	0	0	0	0	0	0	0
2398	0	0	0	0	0	0	0
2399	0	0	0	0	0	0	0
2400	0	0	0	0	0	0	0
2401	0	0	0	0	0	0	0
2402	0	0	0	0	0	0	0
2403	0	0	0	0	0	0	0
2404	0	0	0	0	0	0	0
2405	0	0	0	0	0	0	0
2406	0	0	0	0	0	0	0
2407	0	0	0	0	0	0	0
2408	0	0	0	0	0	0	0
2409	0	0	0	0	0	0	0
2410	0	0	0	0	0	0	0
2411	0	0	0	0	0	0	0
2412	0	0	0	0	0	0	0
2413	0	0	0	0	0	0	0
2414	0	0	0	0	0	0	0
2415	0	0	0	0	0	0	0
2416	0	0	0	0	0	0	0
2417	0	0	0	0	0	0	0
2418	0	0	0	0	0	0	0
2419	0	0	0	0	0	0	0
2420	0	0	0	0	0	0	0
2421	0	0	0	0	0	0	0
2422	0	0	0	0	0	0	0
2423	0	0	0	0	0	0	0
2424	0	0	0	0	0	0	0
2425	0	0	0	0	0	0	0
2426	0	0	0	0	0	0	0
2427	0	0	0	0	0	0	0
2428	0	0	0	0	0	0	0
2429	0	0	0	0	0	0	0
2430	0	0	0	0	0	0	0
2431	0	0	0	0	0	0	0
2432	0	0	0	0	0	0	0
2433	0	0	0	0	0	0	0
2434	0	0	0	0	0	0	0
2435	0	0	0	0	0	0	0
2436	0	0	0	0	0	0	0
2437	0	0	0	0	0	0	0
2438	0	0	0	0	0	0	0
2439	0	0	0	0	0	0	0
2440	0	0	0	0	0	0	0
2441	0	0	0	0	0	0	0
2442	0	0	0	0	0	0	0
2443	0	0	0	0	0	0	0
2444	0	0	0	0	0	0	0
2445	0	0	0	0	0	0	0
2446	0	0	0	0	0	0	0
2447	0	0	0	0	0	0	0
2448	0	0	0	0	0	0	0
2449	0	0	0	0	0	0	0
2450	0	0	0	0	0	0	0
2451	0	0	0	0	0	0	0
2452	0	0	0	0	0	0	0
2453	0	0	0	0	0	0	0
2454	0	0	0	0	0	0	0
2455	0	0	0	0	0	0	0
2456	0	0	0	0	0	0	0
2457	0	0	0	0	0	0	0
2458	0	0	0	0	0	0	0
2459	0	0	0	0	0	0	0
2460	0	0	0	0	0	0	0
2461	0	0	0	0	0	0	0
2462	0	0	0	0	0	0	0
2463	0	0	0	0	0	0	0
2464	0	0	0	0	0	0	0
2465	0	0	0	0	0	0	0
2466	0	0	0	0	0	0	0
2467	0	0	0	0	0	0	0
2468	0	0	0	0	0	0	0
2469	0	0	0	0	0	0	0
2470	0	0	0	0	0	0	0
2471	0	0	0	0	0	0	0
2472	0	0	0	0	0	0	0
2473	0	0	0	0	0	0	0
2474	0	0	0	0	0	0	0
2475	0	0	0	0	0	0	0
2476	0	0	0	0	0	0	0
2477	0	0	0	0	0	0	0
2478	0	0	0	0	0	0	0
2479	0	0	0	0	0	0	0
2480	0	0	0	0	0	0	0
2481	0	0	0	0	0	0	0
2482	0	0	0	0	0	0	0
2483	0	0	0	0	0	0	0
2484	0	0	0	0	0	0	0
2485	0	0	0	0	0	0	0
2486	0	0	0	0	0	0	0
2487	0	0	0	0	0	0	0
2488	0	0	0	0	0	0	0
2489	0	0	0	0	0	0	0
2490	0	0	0	0	0	0	0
2491	0	0	0	0	0	0	0
2492	0	0	0	0	0	0	0
2493	0	0	0	0	0	0	0
2494	0	0	0	0	0	0	0
2495	0	0	0	0	0	0	0
2496	0	0	0	0	0	0	0
2497	0	0	0	0	0	0	0
2498	0	0	0	0	0	0	0
2499	0	0	0	0	0	0	0
2500	0	0	0	0	0	0	0

